treat;TE_base;lower_base;upper_base;TE_drop;lower_drop;upper_drop;removed_treatment;component_id;component_reference;delta_TE;abs_delta_TE;pct_shift_vs_base;estimable;ci_overlap
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1507;-0,9170;0,6157;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7098;-1,3789;-0,0406;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5020;-1,6798;0,6758;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7113;-0,8632;-0,5595;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5218;-0,6325;-0,4111;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3454;-0,8923;0,2016;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6273;-0,7817;-0,4729;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7486;-0,0517;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6737;0,1761;1,1713;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8845;-1,8640;0,0951;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8580;-3,3190;-0,3970;Relaxation individual + placebo;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9475;-1,4742;-0,4208;Self-help;1;Placebo;-0,0312;0,0312;0,0341;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7495;-2,2548;-1,2442;Self-help;1;Placebo;-0,0007;0,0007;0,0004;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6674;-1,1832;-0,1516;Self-help;1;Placebo;-0,0013;0,0013;0,0020;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1414;-0,9262;1,2089;Self-help;1;Placebo;-0,0072;0,0072;0,0486;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;1,3793;-0,0179;2,7766;Self-help;1;Placebo;0,8076;0,8076;1,4124;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3107;-0,4104;1,0319;Self-help;1;Placebo;-0,0049;0,0049;0,0155;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7317;-1,8043;0,3410;Self-help;1;Placebo;-0,0006;0,0006;0,0008;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9446;-1,5419;-0,3473;Self-help;1;Placebo;0,0082;0,0082;0,0086;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3317;-2,3517;-0,3117;Self-help;1;Placebo;-0,0013;0,0013;0,0010;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8596;-1,1829;-0,5363;Self-help;1;Placebo;-0,0056;0,0056;0,0065;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3387;-1,8778;-0,7997;Self-help;1;Placebo;-0,0015;0,0015;0,0011;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3122;-2,1931;-0,4313;Self-help;1;Placebo;-0,0021;0,0021;0,0016;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6813;-1,3041;-0,0585;Self-help;1;Placebo;-0,0038;0,0038;0,0056;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1946;-1,5158;1,1267;Self-help;1;Placebo;-0,0009;0,0009;0,0046;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1492;-1,6703;1,9687;Self-help;1;Placebo;-0,0009;0,0009;0,0059;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8874;-1,6025;-0,1723;Self-help;1;Placebo;0,0118;0,0118;0,0132;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4473;-4,6911;-2,2034;Self-help;1;Placebo;-0,0006;0,0006;0,0002;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7415;-1,4402;-0,0429;Self-help;1;Placebo;0,0141;0,0141;0,0187;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4404;-2,3550;-0,5257;Self-help;1;Placebo;0,0099;0,0099;0,0068;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5583;-1,2002;0,0835;Self-help;1;Placebo;-0,0023;0,0023;0,0041;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8120;-1,5611;-0,0629;Self-help;1;Placebo;-0,0012;0,0012;0,0015;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5163;-1,3637;0,3312;Self-help;1;Placebo;-0,0014;0,0014;0,0028;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8703;-1,9105;0,1700;Self-help;1;Placebo;-0,0003;0,0003;0,0003;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2064;-2,0268;-0,3861;Self-help;1;Placebo;-0,0002;0,0002;0,0002;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2101;-5,9667;-2,4535;Self-help;1;Placebo;0,0358;0,0358;0,0084;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6958;-0,9512;-0,4405;Self-help;1;Placebo;-0,0004;0,0004;0,0006;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7412;-2,2096;0,7271;Self-help;1;Placebo;0,0358;0,0358;0,0460;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,0790;-0,5499;0,3918;Self-help;1;Placebo;0,0358;0,0358;0,3115;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3585;-2,6709;-0,0460;Self-help;1;Placebo;-0,0013;0,0013;0,0010;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4794;-2,7903;-0,1686;Self-help;1;Placebo;-0,0013;0,0013;0,0009;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Self-help;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,1375;-4,3569;-1,9180;Self-help;1;Placebo;-0,1421;0,1421;0,0475;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,8559;-1,5355;-0,1762;Self-help;1;Placebo;0,1207;0,1207;0,1236;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3146;-2,6228;-0,0064;Self-help;1;Placebo;0,0358;0,0358;0,0265;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4596;-1,6552;0,7359;Self-help;1;Placebo;-0,0013;0,0013;0,0028;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7887;-2,0059;0,4286;Self-help;1;Placebo;-0,0004;0,0004;0,0005;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1562;-1,3569;1,0444;Self-help;1;Placebo;-0,0004;0,0004;0,0026;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6633;-1,2221;-0,1044;Self-help;1;Placebo;-0,0343;0,0343;0,0545;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,2016;-0,9701;0,5669;Self-help;1;Placebo;-0,0510;0,0510;0,3383;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7197;-1,3877;-0,0516;Self-help;1;Placebo;-0,0099;0,0099;0,0139;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5031;-1,6790;0,6728;Self-help;1;Placebo;-0,0011;0,0011;0,0022;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7115;-0,8631;-0,5600;Self-help;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5224;-0,6329;-0,4118;Self-help;1;Placebo;-0,0006;0,0006;0,0011;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3451;-0,8914;0,2012;Self-help;1;Placebo;0,0003;0,0003;0,0007;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6281;-0,7822;-0,4740;Self-help;1;Placebo;-0,0007;0,0007;0,0012;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4006;-0,7483;-0,0528;Self-help;1;Placebo;-0,0004;0,0004;0,0011;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,5312;-0,0058;1,0683;Self-help;1;Placebo;-0,1425;0,1425;0,2115;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,9564;-1,9398;0,0270;Self-help;1;Placebo;-0,0719;0,0719;0,0813;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8593;-3,3182;-0,4005;Self-help;1;Placebo;-0,0013;0,0013;0,0007;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9279;-1,4560;-0,3999;Self-help with support;1;Placebo;-0,0117;0,0117;0,0127;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7485;-2,2557;-1,2413;Self-help with support;1;Placebo;0,0003;0,0003;0,0002;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6655;-1,1830;-0,1479;Self-help with support;1;Placebo;0,0006;0,0006;0,0009;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1777;-0,8995;1,2548;Self-help with support;1;Placebo;0,0291;0,0291;0,1957;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5541;-0,4587;1,5669;Self-help with support;1;Placebo;-0,0177;0,0177;0,0309;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3222;-0,4024;1,0468;Self-help with support;1;Placebo;0,0065;0,0065;0,0207;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7312;-1,8070;0,3446;Self-help with support;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9471;-1,5478;-0,3465;Self-help with support;1;Placebo;0,0057;0,0057;0,0059;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3298;-2,3535;-0,3062;Self-help with support;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8565;-1,1817;-0,5313;Self-help with support;1;Placebo;-0,0025;0,0025;0,0029;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3386;-1,8796;-0,7977;Self-help with support;1;Placebo;-0,0014;0,0014;0,0011;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3116;-2,1956;-0,4277;Self-help with support;1;Placebo;-0,0015;0,0015;0,0012;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6819;-1,2934;-0,0703;Self-help with support;1;Placebo;-0,0044;0,0044;0,0065;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1935;-1,5189;1,1319;Self-help with support;1;Placebo;0,0002;0,0002;0,0010;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1503;-1,6753;1,9758;Self-help with support;1;Placebo;0,0002;0,0002;0,0012;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8930;-1,6115;-0,1746;Self-help with support;1;Placebo;0,0062;0,0062;0,0069;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4465;-4,6949;-2,1982;Self-help with support;1;Placebo;0,0002;0,0002;0,0001;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7482;-1,4504;-0,0460;Self-help with support;1;Placebo;0,0074;0,0074;0,0099;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4446;-2,3625;-0,5268;Self-help with support;1;Placebo;0,0057;0,0057;0,0039;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5566;-1,2010;0,0877;Self-help with support;1;Placebo;-0,0006;0,0006;0,0010;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8107;-1,5625;-0,0590;Self-help with support;1;Placebo;0,0001;0,0001;0,0001;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5149;-1,3654;0,3355;Self-help with support;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9140;0,1741;Self-help with support;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0295;-0,3829;Self-help with support;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2268;-5,9900;-2,4637;Self-help with support;1;Placebo;0,0190;0,0190;0,0045;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6955;-0,9519;-0,4391;Self-help with support;1;Placebo;-0,0001;0,0001;0,0001;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7580;-2,2342;0,7183;Self-help with support;1;Placebo;0,0190;0,0190;0,0245;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,0958;-0,5792;0,3877;Self-help with support;1;Placebo;0,0190;0,0190;0,1657;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3565;-2,6739;-0,0392;Self-help with support;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4775;-2,7932;-0,1617;Self-help with support;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Self-help with support;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-3,0468;-4,2656;-1,8281;Self-help with support;1;Placebo;-0,0515;0,0515;0,0172;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9926;-1,6486;-0,3365;Self-help with support;1;Placebo;-0,0160;0,0160;0,0164;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3313;-2,6484;-0,0143;Self-help with support;1;Placebo;0,0190;0,0190;0,0141;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4580;-1,6578;0,7418;Self-help with support;1;Placebo;0,0003;0,0003;0,0008;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7885;-2,0091;0,4321;Self-help with support;1;Placebo;-0,0003;0,0003;0,0003;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1561;-1,3602;1,0480;Self-help with support;1;Placebo;-0,0003;0,0003;0,0016;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6690;-1,2448;-0,0933;Self-help with support;1;Placebo;-0,0193;0,0193;0,0297;TRUE;TRUE
Sham acupuncture;-0,1507;-0,9170;0,6157;-0,1692;-0,9396;0,6012;Self-help with support;1;Placebo;-0,0185;0,0185;0,1229;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,6560;-1,3555;0,0435;Self-help with support;1;Placebo;0,0538;0,0538;0,0757;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5016;-1,6814;0,6782;Self-help with support;1;Placebo;0,0004;0,0004;0,0008;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7116;-0,8637;-0,5594;Self-help with support;1;Placebo;-0,0002;0,0002;0,0003;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5216;-0,6326;-0,4107;Self-help with support;1;Placebo;0,0002;0,0002;0,0003;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3451;-0,8932;0,2030;Self-help with support;1;Placebo;0,0003;0,0003;0,0008;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6280;-0,7827;-0,4733;Self-help with support;1;Placebo;-0,0006;0,0006;0,0010;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7493;-0,0511;Self-help with support;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6226;0,0926;1,1526;Self-help with support;1;Placebo;-0,0512;0,0512;0,0759;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,9105;-1,8958;0,0749;Self-help with support;1;Placebo;-0,0260;0,0260;0,0294;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8574;-3,3207;-0,3941;Self-help with support;1;Placebo;0,0006;0,0006;0,0003;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9194;-1,4523;-0,3866;Sham acupuncture;1;Placebo;-0,0031;0,0031;0,0034;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7488;-2,2552;-1,2424;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6655;-1,1823;-0,1487;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0009;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,1491;-0,9205;1,2188;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0037;TRUE;TRUE
Attention placebo;0,5718;-0,4354;1,5789;0,5732;-0,4351;1,5816;Sham acupuncture;1;Placebo;0,0015;0,0015;0,0026;TRUE;TRUE
Behavioural therapies individual;0,3156;-0,4066;1,0379;0,3161;-0,4065;1,0387;Sham acupuncture;1;Placebo;0,0005;0,0005;0,0016;TRUE;TRUE
Behavioural therapies individual + AD;-0,7311;-1,8053;0,3431;-0,7310;-1,8054;0,3435;Sham acupuncture;1;Placebo;0,0001;0,0001;0,0002;TRUE;TRUE
Cognitive and cognitive behavioural therapies group;-0,9528;-1,5432;-0,3624;-0,9520;-1,5431;-0,3608;Sham acupuncture;1;Placebo;0,0009;0,0009;0,0009;TRUE;TRUE
Cognitive and cognitive behavioural therapies group + AD;-1,3304;-2,3521;-0,3087;-1,3298;-2,3519;-0,3077;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual;-0,8540;-1,1770;-0,5311;-0,8534;-1,1769;-0,5298;Sham acupuncture;1;Placebo;0,0007;0,0007;0,0008;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + AD;-1,3372;-1,8771;-0,7973;-1,3370;-1,8771;-0,7969;Sham acupuncture;1;Placebo;0,0002;0,0002;0,0001;TRUE;TRUE
Cognitive and cognitive behavioural therapies individual + placebo;-1,3101;-2,1924;-0,4278;-1,3099;-2,1925;-0,4273;Sham acupuncture;1;Placebo;0,0002;0,0002;0,0002;TRUE;TRUE
Counselling individual;-0,6775;-1,2871;-0,0679;-0,6765;-1,2869;-0,0662;Sham acupuncture;1;Placebo;0,0010;0,0010;0,0014;TRUE;TRUE
Counselling individual + AD;-0,1937;-1,5170;1,1296;-0,1934;-1,5170;1,1303;Sham acupuncture;1;Placebo;0,0003;0,0003;0,0015;TRUE;TRUE
Counselling individual + placebo;0,1501;-1,6724;1,9726;0,1504;-1,6726;1,9734;Sham acupuncture;1;Placebo;0,0003;0,0003;0,0020;TRUE;TRUE
Exercise group;-0,8993;-1,6153;-0,1832;-0,8989;-1,6152;-0,1826;Sham acupuncture;1;Placebo;0,0003;0,0003;0,0004;TRUE;TRUE
Exercise group + AD;-3,4467;-4,6928;-2,2006;-3,4467;-4,6932;-2,2003;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Exercise individual;-0,7556;-1,4550;-0,0562;-0,7554;-1,4550;-0,0557;Sham acupuncture;1;Placebo;0,0003;0,0003;0,0004;TRUE;TRUE
Exercise individual + AD;-1,4503;-2,3661;-0,5345;-1,4499;-2,3660;-0,5338;Sham acupuncture;1;Placebo;0,0004;0,0004;0,0003;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual;-0,5561;-1,1991;0,0869;-0,5557;-1,1989;0,0876;Sham acupuncture;1;Placebo;0,0004;0,0004;0,0007;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + AD;-0,8108;-1,5611;-0,0605;-0,8105;-1,5611;-0,0599;Sham acupuncture;1;Placebo;0,0004;0,0004;0,0004;TRUE;TRUE
Interpersonal psychotherapy (IPT) individual + placebo;-0,5149;-1,3638;0,3340;-0,5145;-1,3637;0,3346;Sham acupuncture;1;Placebo;0,0003;0,0003;0,0006;TRUE;TRUE
Light therapy;-0,8700;-1,9121;0,1721;-0,8700;-1,9124;0,1724;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Light therapy + AD;-1,2062;-2,0280;-0,3844;-1,2062;-2,0283;-0,3842;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Mindfulness or meditation group;-4,2459;-6,0031;-2,4886;-4,2452;-6,0029;-2,4875;Sham acupuncture;1;Placebo;0,0007;0,0007;0,0002;TRUE;TRUE
Mirtazapine;-0,6954;-0,9513;-0,4395;-0,6954;-0,9514;-0,4395;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Music therapy group;-0,7770;-2,2462;0,6922;-0,7763;-2,2460;0,6933;Sham acupuncture;1;Placebo;0,0007;0,0007;0,0009;TRUE;TRUE
No treatment;-0,1148;-0,5823;0,3527;-0,1141;-0,5822;0,3539;Sham acupuncture;1;Placebo;0,0007;0,0007;0,0058;TRUE;TRUE
Peer support group;-1,3571;-2,6719;-0,0423;-1,3566;-2,6718;-0,0413;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Peer support group + AD;-1,4781;-2,7913;-0,1649;-1,4775;-2,7912;-0,1638;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0004;TRUE;TRUE
Placebo;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;Sham acupuncture;1;Placebo;0,0000;0,0000;NA;TRUE;TRUE
Problem solving group;-2,9953;-4,1991;-1,7915;-2,9926;-4,1990;-1,7863;Sham acupuncture;1;Placebo;0,0027;0,0027;0,0009;TRUE;TRUE
Problem solving individual;-0,9765;-1,6284;-0,3247;-0,9754;-1,6283;-0,3225;Sham acupuncture;1;Placebo;0,0012;0,0012;0,0012;TRUE;TRUE
Psychoeducation group;-1,3504;-2,6595;-0,0412;-1,3497;-2,6594;-0,0400;Sham acupuncture;1;Placebo;0,0007;0,0007;0,0005;TRUE;TRUE
Psychoeducation group + AD;-0,4584;-1,6559;0,7392;-0,4579;-1,6559;0,7401;Sham acupuncture;1;Placebo;0,0005;0,0005;0,0010;TRUE;TRUE
Relaxation individual + AD;-0,7883;-2,0071;0,4306;-0,7882;-2,0074;0,4310;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Relaxation individual + placebo;-0,1558;-1,3582;1,0465;-0,1558;-1,3584;1,0468;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0003;TRUE;TRUE
Self-help;-0,6497;-1,2124;-0,0870;-0,6479;-1,2130;-0,0828;Sham acupuncture;1;Placebo;0,0018;0,0018;0,0028;TRUE;TRUE
Self-help with support;-0,6290;-1,1818;-0,0762;-0,6275;-1,1820;-0,0730;Sham acupuncture;1;Placebo;0,0015;0,0015;0,0023;TRUE;TRUE
Short-term psychodynamic psychotherapies individual;-0,7098;-1,3789;-0,0406;-0,7091;-1,3787;-0,0395;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0009;TRUE;TRUE
Short-term psychodynamic psychotherapies individual + AD;-0,5020;-1,6798;0,6758;-0,5016;-1,6797;0,6766;Sham acupuncture;1;Placebo;0,0004;0,0004;0,0009;TRUE;TRUE
SNRIs;-0,7113;-0,8632;-0,5595;-0,7114;-0,8633;-0,5595;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
SSRIs;-0,5218;-0,6325;-0,4111;-0,5218;-0,6326;-0,4111;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
TAU;-0,3454;-0,8923;0,2016;-0,3449;-0,8921;0,2024;Sham acupuncture;1;Placebo;0,0005;0,0005;0,0015;TRUE;TRUE
TCAs;-0,6273;-0,7817;-0,4729;-0,6273;-0,7818;-0,4729;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0000;TRUE;TRUE
Trazodone;-0,4002;-0,7486;-0,0517;-0,4002;-0,7487;-0,0516;Sham acupuncture;1;Placebo;0,0000;0,0000;0,0001;TRUE;TRUE
Waitlist;0,6737;0,1761;1,1713;0,6765;0,1731;1,1798;Sham acupuncture;1;Placebo;0,0027;0,0027;0,0041;TRUE;TRUE
Yoga group;-0,8845;-1,8640;0,0951;-0,8831;-1,8636;0,0975;Sham acupuncture;1;Placebo;0,0014;0,0014;0,0016;TRUE;TRUE
Yoga group + AD;-1,8580;-3,3190;-0,3970;-1,8574;-3,3188;-0,3960;Sham acupuncture;1;Placebo;0,0006;0,0006;0,0003;TRUE;TRUE
Acupuncture;-0,9163;-1,4419;-0,3906;-0,9233;-1,4497;-0,3968;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0070;0,0070;0,0076;TRUE;TRUE
Acupuncture + AD;-1,7488;-2,2550;-1,2426;-1,7479;-2,2548;-1,2410;Short-term psychodynamic psychotherapies individual;1;Placebo;0,0009;0,0009;0,0005;TRUE;TRUE
Any AD;-0,6661;-1,1825;-0,1496;-0,6788;-1,1974;-0,1602;Short-term psychodynamic psychotherapies individual;1;Placebo;-0,0127;0,0127;0,0191;TRUE;TRUE
Any psychotherapy;0,1486;-0,9207;1,2178;0,6960;-0,7940;2,1859;Short-term psychodynamic psychotherapies individual;1;Placebo;0,5474;0,5474;3,6841;TRUE;TRUE
