comparison,TE,seTE,lower,upper,statistic,p,z
SNRIs:Trazodone,-0.07728175055706943,0.4670426127764988,-0.9926684508444933,0.8381049497303544,-0.16547044839793296,0.8685737079433191,-0.16547044839793296
SNRIs:Waitlist,NA,NA,NA,NA,NA,NA,NA
SNRIs:Yoga group,NA,NA,NA,NA,NA,NA,NA
SNRIs:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
SSRIs:TAU,0.4113974799116793,0.7244031806404475,-1.0084066644298604,1.831201624253219,0.567912304785798,0.5700945163050717,0.567912304785798
SSRIs:TCAs,-0.17406361699848732,0.1487395987428286,-0.46558787360937043,0.11746063961239578,-1.1702574060283977,0.24189739728223955,-1.1702574060283977
SSRIs:Trazodone,0.17252202520888346,0.3490887428876862,-0.5116793382593443,0.8567233886771113,0.49420678473264235,0.6211601486386036,0.49420678473264235
SSRIs:Waitlist,NA,NA,NA,NA,NA,NA,NA
SSRIs:Yoga group,NA,NA,NA,NA,NA,NA,NA
SSRIs:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
TAU:TCAs,-0.5508388407516452,0.7056511359025877,-1.9338896527704956,0.8322119712672053,-0.780610719271465,0.4350314852935107,-0.780610719271465
TAU:Trazodone,NA,NA,NA,NA,NA,NA,NA
TAU:Waitlist,NA,NA,NA,NA,NA,NA,NA
TAU:Yoga group,NA,NA,NA,NA,NA,NA,NA
TAU:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
TCAs:Trazodone,-0.49391444824886505,0.49156340086387973,-1.4573610100600944,0.4695321135623643,-1.0047827958323454,0.3150014498094972,-1.0047827958323454
TCAs:Waitlist,NA,NA,NA,NA,NA,NA,NA
TCAs:Yoga group,-0.4349137270532773,0.9949640089187052,-2.385007350447528,1.5151798963409735,-0.43711503446835986,0.6620279244739603,-0.43711503446835986
TCAs:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
Trazodone:Waitlist,NA,NA,NA,NA,NA,NA,NA
Trazodone:Yoga group,NA,NA,NA,NA,NA,NA,NA
Trazodone:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
Waitlist:Yoga group,0.434913727053275,0.9949640089187053,-1.515179896340976,2.385007350447526,0.4371150344683575,0.662027924473962,0.4371150344683575
Waitlist:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
Yoga group:Yoga group + AD,NA,NA,NA,NA,NA,NA,NA
