network_estimate_raw,direct_comparison_raw,contribution,estimate_norm,direct_norm,network_estimate,contribution_pct,rank
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Placebo:SSRIs,0.03581191318209929,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Placebo:SSRIs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,3.5811913182099815,7
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Cognitive and cognitive behavioural therapies individual + AD:TCAs,0.026500438060301217,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitiveandcognitivebehaviouraltherapiesindividual+AD:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,2.6500438060301605,8
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Placebo:TCAs,0.026372759017273747,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Placebo:TCAs,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,2.637275901727414,9
Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,Cognitive and cognitive behavioural therapies individual:Cognitive and cognitive behavioural therapies individual + AD,0.022836565746764265,Acupuncture+AD:Cognitiveandcognitivebehaviouraltherapiesindividual+placebo,Cognitiveandcognitivebehaviouraltherapiesindividual:Cognitiveandcognitivebehaviouraltherapiesindividual+AD,Acupuncture + AD:Cognitive and cognitive behavioural therapies individual + placebo,2.2836565746764603,10
Acupuncture + AD:Counselling individual,Acupuncture + AD:SSRIs,0.23966383161057972,Acupuncture+AD:Counsellingindividual,Acupuncture+AD:SSRIs,Acupuncture + AD:Counselling individual,23.966383161058054,1
Acupuncture + AD:Counselling individual,Cognitive and cognitive behavioural therapies individual:Counselling individual,0.08067589223774288,Acupuncture+AD:Counsellingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Counsellingindividual,Acupuncture + AD:Counselling individual,8.067589223774316,2
Acupuncture + AD:Counselling individual,Counselling individual:No treatment,0.05571180474560286,Acupuncture+AD:Counsellingindividual,Counsellingindividual:Notreatment,Acupuncture + AD:Counselling individual,5.571180474560306,3
Acupuncture + AD:Counselling individual,SSRIs:TCAs,0.0535709069857327,Acupuncture+AD:Counsellingindividual,SSRIs:TCAs,Acupuncture + AD:Counselling individual,5.3570906985732885,4
Acupuncture + AD:Counselling individual,Counselling individual:Problem solving individual,0.04866744447952019,Acupuncture+AD:Counsellingindividual,Counsellingindividual:Problemsolvingindividual,Acupuncture + AD:Counselling individual,4.866744447952036,5
Acupuncture + AD:Counselling individual,Placebo:SSRIs,0.044908637559819435,Acupuncture+AD:Counsellingindividual,Placebo:SSRIs,Acupuncture + AD:Counselling individual,4.490863755981959,6
Acupuncture + AD:Counselling individual,Cognitive and cognitive behavioural therapies individual:TCAs,0.039456403014816635,Acupuncture+AD:Counsellingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:TCAs,Acupuncture + AD:Counselling individual,3.9456403014816774,7
Acupuncture + AD:Counselling individual,Counselling individual:TAU,0.03307860453654061,Acupuncture+AD:Counsellingindividual,Counsellingindividual:TAU,Acupuncture + AD:Counselling individual,3.3078604536540723,8
Acupuncture + AD:Counselling individual,No treatment:SSRIs,0.030357433792040815,Acupuncture+AD:Counsellingindividual,Notreatment:SSRIs,Acupuncture + AD:Counselling individual,3.035743379204092,9
Acupuncture + AD:Counselling individual,Cognitive and cognitive behavioural therapies individual:SSRIs,0.029848544242467773,Acupuncture+AD:Counsellingindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:SSRIs,Acupuncture + AD:Counselling individual,2.9848544242467874,10
Acupuncture + AD:Counselling individual + AD,Acupuncture + AD:SSRIs,0.19734109044819334,Acupuncture+AD:Counsellingindividual+AD,Acupuncture+AD:SSRIs,Acupuncture + AD:Counselling individual + AD,19.734109044819487,1
Acupuncture + AD:Counselling individual + AD,Behavioural therapies individual + AD:Counselling individual + AD,0.11851125011282507,Acupuncture+AD:Counsellingindividual+AD,Behaviouraltherapiesindividual+AD:Counsellingindividual+AD,Acupuncture + AD:Counselling individual + AD,11.8511250112826,2
Acupuncture + AD:Counselling individual + AD,Any AD:Short-term psychodynamic psychotherapies individual + AD,0.07882984033536822,Acupuncture+AD:Counsellingindividual+AD,AnyAD:Short-termpsychodynamicpsychotherapiesindividual+AD,Acupuncture + AD:Counselling individual + AD,7.882984033536883,3
Acupuncture + AD:Counselling individual + AD,Counselling individual + AD:Short-term psychodynamic psychotherapies individual + AD,0.07882984033536822,Acupuncture+AD:Counsellingindividual+AD,Counsellingindividual+AD:Short-termpsychodynamicpsychotherapiesindividual+AD,Acupuncture + AD:Counselling individual + AD,7.882984033536883,4
Acupuncture + AD:Counselling individual + AD,Placebo:SSRIs,0.07392606619422677,Acupuncture+AD:Counsellingindividual+AD,Placebo:SSRIs,Acupuncture + AD:Counselling individual + AD,7.392606619422735,5
Acupuncture + AD:Counselling individual + AD,SSRIs:TCAs,0.05985701365274885,Acupuncture+AD:Counsellingindividual+AD,SSRIs:TCAs,Acupuncture + AD:Counselling individual + AD,5.985701365274931,6
Acupuncture + AD:Counselling individual + AD,Behavioural therapies individual + AD:Placebo,0.04024847324452126,Acupuncture+AD:Counsellingindividual+AD,Behaviouraltherapiesindividual+AD:Placebo,Acupuncture + AD:Counselling individual + AD,4.024847324452157,7
Acupuncture + AD:Counselling individual + AD,Behavioural therapies individual + AD:TCAs,0.037627055759348785,Acupuncture+AD:Counsellingindividual+AD,Behaviouraltherapiesindividual+AD:TCAs,Acupuncture + AD:Counselling individual + AD,3.7627055759349077,8
Acupuncture + AD:Counselling individual + AD,Any AD:Cognitive and cognitive behavioural therapies individual,0.030529622442975822,Acupuncture+AD:Counsellingindividual+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Counselling individual + AD,3.0529622442976057,9
Acupuncture + AD:Counselling individual + AD,Behavioural therapies individual + AD:Relaxation individual + placebo,0.020518224118132023,Acupuncture+AD:Counsellingindividual+AD,Behaviouraltherapiesindividual+AD:Relaxationindividual+placebo,Acupuncture + AD:Counselling individual + AD,2.0518224118132182,10
Acupuncture + AD:Counselling individual + placebo,Acupuncture + AD:SSRIs,0.16368258277645853,Acupuncture+AD:Counsellingindividual+placebo,Acupuncture+AD:SSRIs,Acupuncture + AD:Counselling individual + placebo,16.36825827764599,1
Acupuncture + AD:Counselling individual + placebo,Counselling individual + AD:Counselling individual + placebo,0.16368258277645853,Acupuncture+AD:Counsellingindividual+placebo,Counsellingindividual+AD:Counsellingindividual+placebo,Acupuncture + AD:Counselling individual + placebo,16.36825827764599,2
Acupuncture + AD:Counselling individual + placebo,Behavioural therapies individual + AD:Counselling individual + AD,0.09616653333480607,Acupuncture+AD:Counsellingindividual+placebo,Behaviouraltherapiesindividual+AD:Counsellingindividual+AD,Acupuncture + AD:Counselling individual + placebo,9.616653333480686,3
Acupuncture + AD:Counselling individual + placebo,Any AD:Short-term psychodynamic psychotherapies individual + AD,0.06751604944165243,Acupuncture+AD:Counsellingindividual+placebo,AnyAD:Short-termpsychodynamicpsychotherapiesindividual+AD,Acupuncture + AD:Counselling individual + placebo,6.751604944165299,4
Acupuncture + AD:Counselling individual + placebo,Counselling individual + AD:Short-term psychodynamic psychotherapies individual + AD,0.06751604944165243,Acupuncture+AD:Counsellingindividual+placebo,Counsellingindividual+AD:Short-termpsychodynamicpsychotherapiesindividual+AD,Acupuncture + AD:Counselling individual + placebo,6.751604944165299,5
Acupuncture + AD:Counselling individual + placebo,Placebo:SSRIs,0.060696781286494195,Acupuncture+AD:Counsellingindividual+placebo,Placebo:SSRIs,Acupuncture + AD:Counselling individual + placebo,6.06967812864947,6
Acupuncture + AD:Counselling individual + placebo,SSRIs:TCAs,0.048691991911758895,Acupuncture+AD:Counsellingindividual+placebo,SSRIs:TCAs,Acupuncture + AD:Counselling individual + placebo,4.86919919117593,7
Acupuncture + AD:Counselling individual + placebo,Behavioural therapies individual + AD:Placebo,0.03219877859561701,Acupuncture+AD:Counsellingindividual+placebo,Behaviouraltherapiesindividual+AD:Placebo,Acupuncture + AD:Counselling individual + placebo,3.219877859561728,8
Acupuncture + AD:Counselling individual + placebo,Behavioural therapies individual + AD:TCAs,0.030101644607479033,Acupuncture+AD:Counsellingindividual+placebo,Behaviouraltherapiesindividual+AD:TCAs,Acupuncture + AD:Counselling individual + placebo,3.0101644607479283,9
Acupuncture + AD:Counselling individual + placebo,Any AD:Cognitive and cognitive behavioural therapies individual,0.026076547284229944,Acupuncture+AD:Counsellingindividual+placebo,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Counselling individual + placebo,2.6076547284230163,10
Acupuncture + AD:Exercise group,Acupuncture + AD:SSRIs,0.3041337365400432,Acupuncture+AD:Exercisegroup,Acupuncture+AD:SSRIs,Acupuncture + AD:Exercise group,30.41337365400449,1
Acupuncture + AD:Exercise group,Exercise group:SSRIs,0.08957286275966309,Acupuncture+AD:Exercisegroup,Exercisegroup:SSRIs,Acupuncture + AD:Exercise group,8.95728627596636,2
Acupuncture + AD:Exercise group,Placebo:SSRIs,0.07210047069669744,Acupuncture+AD:Exercisegroup,Placebo:SSRIs,Acupuncture + AD:Exercise group,7.210047069669784,3
Acupuncture + AD:Exercise group,Exercise group:No treatment,0.06031099773360821,Acupuncture+AD:Exercisegroup,Exercisegroup:Notreatment,Acupuncture + AD:Exercise group,6.031099773360855,4
Acupuncture + AD:Exercise group,Exercise group:Placebo,0.059220693864878486,Acupuncture+AD:Exercisegroup,Exercisegroup:Placebo,Acupuncture + AD:Exercise group,5.922069386487882,5
Acupuncture + AD:Exercise group,Exercise group:TAU,0.05795871176041062,Acupuncture+AD:Exercisegroup,Exercisegroup:TAU,Acupuncture + AD:Exercise group,5.795871176041095,6
Acupuncture + AD:Exercise group,Exercise group:Exercise individual,0.03707047042148292,Acupuncture+AD:Exercisegroup,Exercisegroup:Exerciseindividual,Acupuncture + AD:Exercise group,3.7070470421483126,7
Acupuncture + AD:Exercise group,No treatment:SSRIs,0.02910188837382194,Acupuncture+AD:Exercisegroup,Notreatment:SSRIs,Acupuncture + AD:Exercise group,2.9101888373822105,8
Acupuncture + AD:Exercise group,SSRIs:TCAs,0.028317882678616096,Acupuncture+AD:Exercisegroup,SSRIs:TCAs,Acupuncture + AD:Exercise group,2.8317882678616257,9
Acupuncture + AD:Exercise group,Exercise individual:SSRIs,0.023363368633855824,Acupuncture+AD:Exercisegroup,Exerciseindividual:SSRIs,Acupuncture + AD:Exercise group,2.3363368633855957,10
Acupuncture + AD:Exercise group + AD,Acupuncture + AD:SSRIs,0.5000000000000011,Acupuncture+AD:Exercisegroup+AD,Acupuncture+AD:SSRIs,Acupuncture + AD:Exercise group + AD,50,1
Acupuncture + AD:Exercise group + AD,Exercise group + AD:SSRIs,0.5000000000000011,Acupuncture+AD:Exercisegroup+AD,Exercisegroup+AD:SSRIs,Acupuncture + AD:Exercise group + AD,50,2
Acupuncture + AD:Exercise individual,Acupuncture + AD:SSRIs,0.33528681202863475,Acupuncture+AD:Exerciseindividual,Acupuncture+AD:SSRIs,Acupuncture + AD:Exercise individual,33.528681202863645,1
Acupuncture + AD:Exercise individual,Exercise individual:SSRIs,0.15381565926577137,Acupuncture+AD:Exerciseindividual,Exerciseindividual:SSRIs,Acupuncture + AD:Exercise individual,15.381565926577215,2
Acupuncture + AD:Exercise individual,Exercise individual:No treatment,0.07062022104275338,Acupuncture+AD:Exerciseindividual,Exerciseindividual:Notreatment,Acupuncture + AD:Exercise individual,7.062022104275375,3
Acupuncture + AD:Exercise individual,Placebo:SSRIs,0.0661998994831259,Acupuncture+AD:Exerciseindividual,Placebo:SSRIs,Acupuncture + AD:Exercise individual,6.619989948312624,4
Acupuncture + AD:Exercise individual,Exercise individual:Placebo,0.056636821068303055,Acupuncture+AD:Exerciseindividual,Exerciseindividual:Placebo,Acupuncture + AD:Exercise individual,5.6636821068303345,5
Acupuncture + AD:Exercise individual,Exercise group:Exercise individual,0.032401052082140495,Acupuncture+AD:Exerciseindividual,Exercisegroup:Exerciseindividual,Acupuncture + AD:Exercise individual,3.240105208214066,6
Acupuncture + AD:Exercise individual,No treatment:SSRIs,0.03037351018085369,Acupuncture+AD:Exerciseindividual,Notreatment:SSRIs,Acupuncture + AD:Exercise individual,3.0373510180853844,7
Acupuncture + AD:Exercise individual,Cognitive and cognitive behavioural therapies individual:No treatment,0.023810498848630526,Acupuncture+AD:Exerciseindividual,Cognitiveandcognitivebehaviouraltherapiesindividual:Notreatment,Acupuncture + AD:Exercise individual,2.3810498848630646,8
Acupuncture + AD:Exercise individual,Exercise individual:Exercise individual + AD,0.021813058569666414,Acupuncture+AD:Exerciseindividual,Exerciseindividual:Exerciseindividual+AD,Acupuncture + AD:Exercise individual,2.1813058569666524,9
Acupuncture + AD:Exercise individual,SSRIs:TCAs,0.01980906563359724,Acupuncture+AD:Exerciseindividual,SSRIs:TCAs,Acupuncture + AD:Exercise individual,1.9809065633597343,10
Acupuncture + AD:Exercise individual + AD,Acupuncture + AD:SSRIs,0.2939143649524392,Acupuncture+AD:Exerciseindividual+AD,Acupuncture+AD:SSRIs,Acupuncture + AD:Exercise individual + AD,29.391436495244083,1
Acupuncture + AD:Exercise individual + AD,Exercise individual + AD:SSRIs,0.11675619887691666,Acupuncture+AD:Exerciseindividual+AD,Exerciseindividual+AD:SSRIs,Acupuncture + AD:Exercise individual + AD,11.67561988769173,2
Acupuncture + AD:Exercise individual + AD,Any AD:Exercise individual + AD,0.07534531757240956,Acupuncture+AD:Exerciseindividual+AD,AnyAD:Exerciseindividual+AD,Acupuncture + AD:Exercise individual + AD,7.534531757240996,3
Acupuncture + AD:Exercise individual + AD,Exercise individual + AD:No treatment,0.05268590516214711,Acupuncture+AD:Exerciseindividual+AD,Exerciseindividual+AD:Notreatment,Acupuncture + AD:Exercise individual + AD,5.26859051621474,4
Acupuncture + AD:Exercise individual + AD,Exercise individual:Exercise individual + AD,0.049126943340966,Acupuncture+AD:Exerciseindividual+AD,Exerciseindividual:Exerciseindividual+AD,Acupuncture + AD:Exercise individual + AD,4.912694334096626,5
Acupuncture + AD:Exercise individual + AD,Placebo:SSRIs,0.030977630015771355,Acupuncture+AD:Exerciseindividual+AD,Placebo:SSRIs,Acupuncture + AD:Exercise individual + AD,3.0977630015771522,6
Acupuncture + AD:Exercise individual + AD,Any AD:Cognitive and cognitive behavioural therapies individual,0.029384741721979094,Acupuncture+AD:Exerciseindividual+AD,AnyAD:Cognitiveandcognitivebehaviouraltherapiesindividual,Acupuncture + AD:Exercise individual + AD,2.9384741721979255,7
Acupuncture + AD:Exercise individual + AD,Exercise individual:SSRIs,0.02813851448726529,Acupuncture+AD:Exerciseindividual+AD,Exerciseindividual:SSRIs,Acupuncture + AD:Exercise individual + AD,2.813851448726544,8
Acupuncture + AD:Exercise individual + AD,No treatment:SSRIs,0.02754753826296143,Acupuncture+AD:Exerciseindividual+AD,Notreatment:SSRIs,Acupuncture + AD:Exercise individual + AD,2.754753826296158,9
Acupuncture + AD:Exercise individual + AD,SSRIs:TCAs,0.02753642742538221,Acupuncture+AD:Exerciseindividual+AD,SSRIs:TCAs,Acupuncture + AD:Exercise individual + AD,2.7536427425382364,10
Acupuncture + AD:Interpersonal psychotherapy (IPT) individual,Acupuncture + AD:SSRIs,0.25897283605565075,Acupuncture+AD:Interpersonalpsychotherapy(IPT)individual,Acupuncture+AD:SSRIs,Acupuncture + AD:Interpersonal psychotherapy (IPT) individual,25.89728360556525,1
Acupuncture + AD:Interpersonal psychotherapy (IPT) individual,Cognitive and cognitive behavioural therapies individual:Interpersonal psychotherapy (IPT) individual,0.0789237883660827,Acupuncture+AD:Interpersonalpsychotherapy(IPT)individual,Cognitiveandcognitivebehaviouraltherapiesindividual:Interpersonalpsychotherapy(IPT)individual,Acupuncture + AD:Interpersonal psychotherapy (IPT) individual,7.892378836608322,2
Acupuncture + AD:Interpersonal psychotherapy (IPT) individual,SSRIs:TCAs,0.07608186221519718,Acupuncture+AD:Interpersonalpsychotherapy(IPT)individual,SSRIs:TCAs,Acupuncture + AD:Interpersonal psychotherapy (IPT) individual,7.608186221519769,3
